ds,country,polygon_source,polygon_id,polygon_name,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,baseline_name,baseline_type
2021-07-11,USA,FIPS,53033,King,0.10472000000000001,0.18829,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-12,USA,FIPS,53033,King,-0.050940000000000006,0.17481000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-13,USA,FIPS,53033,King,-0.029150000000000002,0.17067000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-14,USA,FIPS,53033,King,-0.0364,0.16763,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-15,USA,FIPS,53033,King,-0.047760000000000004,0.16435000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-16,USA,FIPS,53033,King,-0.033420000000000005,0.15807000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-17,USA,FIPS,53033,King,0.10652,0.17068000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-18,USA,FIPS,53033,King,0.12938000000000002,0.18854,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-19,USA,FIPS,53033,King,-0.043620000000000006,0.17499,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-20,USA,FIPS,53033,King,-0.049760000000000006,0.17534000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-21,USA,FIPS,53033,King,-0.050980000000000004,0.17393,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-22,USA,FIPS,53033,King,-0.08747,0.17112000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-23,USA,FIPS,53033,King,-0.10794000000000001,0.16202000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-24,USA,FIPS,53033,King,-0.022150000000000003,0.1748,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-25,USA,FIPS,53033,King,-0.00368,0.1951,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-26,USA,FIPS,53033,King,-0.16899,0.18151,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-27,USA,FIPS,53033,King,-0.16847,0.1811,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-28,USA,FIPS,53033,King,-0.16361,0.17293,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-29,USA,FIPS,53033,King,-0.14821,0.17054000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-30,USA,FIPS,53033,King,-0.08365,0.16192,full_february_except_presidents_day,DAY_OF_WEEK
2021-07-31,USA,FIPS,53033,King,0.049510000000000005,0.17633000000000001,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-01,USA,FIPS,53033,King,0.049980000000000004,0.19892,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-02,USA,FIPS,53033,King,-0.07013000000000001,0.17666,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-03,USA,FIPS,53033,King,-0.052180000000000004,0.16897,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-04,USA,FIPS,53033,King,-0.05577000000000001,0.16947,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-05,USA,FIPS,53033,King,-0.062330000000000003,0.16439,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-06,USA,FIPS,53033,King,-0.06679,0.16372,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-07,USA,FIPS,53033,King,0.0371,0.18226,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-08,USA,FIPS,53033,King,0.07281,0.19953,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-09,USA,FIPS,53033,King,-0.07494,0.17853000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-10,USA,FIPS,53033,King,-0.03577,0.17513,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-11,USA,FIPS,53033,King,-0.03216,0.16589,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-12,USA,FIPS,53033,King,-0.06465,0.17172,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-13,USA,FIPS,53033,King,-0.05618000000000001,0.16939,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-14,USA,FIPS,53033,King,0.055470000000000005,0.17877,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-15,USA,FIPS,53033,King,0.0922,0.19672,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-16,USA,FIPS,53033,King,-0.06595000000000001,0.18612,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-17,USA,FIPS,53033,King,-0.07293000000000001,0.18133000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-18,USA,FIPS,53033,King,-0.05636000000000001,0.1714,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-19,USA,FIPS,53033,King,-0.07756,0.17371,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-20,USA,FIPS,53033,King,-0.043410000000000004,0.16341,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-21,USA,FIPS,53033,King,0.037410000000000006,0.17749,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-22,USA,FIPS,53033,King,0.04261,0.20738,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-23,USA,FIPS,53033,King,-0.07154,0.17972000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-24,USA,FIPS,53033,King,-0.062130000000000005,0.17445000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-25,USA,FIPS,53033,King,-0.06044000000000001,0.16857000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-26,USA,FIPS,53033,King,-0.08467000000000001,0.1714,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-27,USA,FIPS,53033,King,-0.06235,0.16353,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-28,USA,FIPS,53033,King,0.07887000000000001,0.17107000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-29,USA,FIPS,53033,King,0.08415,0.1955,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-30,USA,FIPS,53033,King,-0.07488,0.18107,full_february_except_presidents_day,DAY_OF_WEEK
2021-08-31,USA,FIPS,53033,King,-0.07302,0.18080000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-01,USA,FIPS,53033,King,-0.04216,0.16365000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-02,USA,FIPS,53033,King,-0.06938000000000001,0.16027000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-03,USA,FIPS,53033,King,-0.031170000000000003,0.15063000000000001,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-04,USA,FIPS,53033,King,0.03964,0.182,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-05,USA,FIPS,53033,King,0.05609000000000001,0.19811,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-06,USA,FIPS,53033,King,-0.15491000000000002,0.21297000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-07,USA,FIPS,53033,King,-0.03807,0.1696,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-08,USA,FIPS,53033,King,-0.05976000000000001,0.16908,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-09,USA,FIPS,53033,King,-0.08155000000000001,0.16671000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-10,USA,FIPS,53033,King,-0.05974,0.15858000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-11,USA,FIPS,53033,King,0.051530000000000006,0.18108000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-12,USA,FIPS,53033,King,-0.010350000000000002,0.21744000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-13,USA,FIPS,53033,King,-0.07206,0.17645000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-14,USA,FIPS,53033,King,-0.06362000000000001,0.17587000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-15,USA,FIPS,53033,King,-0.06128000000000001,0.1689,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-16,USA,FIPS,53033,King,-0.07875,0.1663,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-17,USA,FIPS,53033,King,-0.07706,0.1694,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-18,USA,FIPS,53033,King,-0.015530000000000002,0.19539,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-19,USA,FIPS,53033,King,-0.03663,0.22106,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-20,USA,FIPS,53033,King,-0.07827,0.17502,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-21,USA,FIPS,53033,King,-0.04365,0.16903,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-22,USA,FIPS,53033,King,-0.0771,0.17286,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-23,USA,FIPS,53033,King,-0.0901,0.16801000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-24,USA,FIPS,53033,King,-0.051640000000000005,0.15625,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-25,USA,FIPS,53033,King,0.08405000000000001,0.17270000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-26,USA,FIPS,53033,King,-0.026500000000000003,0.22298,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-27,USA,FIPS,53033,King,-0.12206000000000002,0.18905000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-28,USA,FIPS,53033,King,-0.09048,0.18073,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-29,USA,FIPS,53033,King,-0.09269000000000001,0.17853000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-09-30,USA,FIPS,53033,King,-0.12475000000000001,0.17872000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-01,USA,FIPS,53033,King,-0.05942000000000001,0.15142,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-02,USA,FIPS,53033,King,0.06241000000000001,0.17663,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-03,USA,FIPS,53033,King,-0.01873,0.21925000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-04,USA,FIPS,53033,King,-0.12334,0.18829,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-05,USA,FIPS,53033,King,-0.10464000000000001,0.18938000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-06,USA,FIPS,53033,King,-0.10568000000000001,0.17880000000000001,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-07,USA,FIPS,53033,King,-0.09768,0.16824,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-08,USA,FIPS,53033,King,-0.10026,0.16389,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-09,USA,FIPS,53033,King,0.023430000000000003,0.18704,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-10,USA,FIPS,53033,King,-0.048350000000000004,0.22347000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-11,USA,FIPS,53033,King,-0.11812,0.18801,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-12,USA,FIPS,53033,King,-0.10132000000000001,0.1816,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-13,USA,FIPS,53033,King,-0.1164,0.18017000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-14,USA,FIPS,53033,King,-0.13643000000000002,0.18257,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-15,USA,FIPS,53033,King,-0.08610000000000001,0.16777,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-16,USA,FIPS,53033,King,0.01421,0.18313000000000001,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-17,USA,FIPS,53033,King,-0.03429,0.22213000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-18,USA,FIPS,53033,King,-0.12531,0.19275,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-19,USA,FIPS,53033,King,-0.08762,0.17479,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-20,USA,FIPS,53033,King,-0.10637,0.18171,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-21,USA,FIPS,53033,King,-0.13352,0.17869000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-22,USA,FIPS,53033,King,-0.10912000000000001,0.17374,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-23,USA,FIPS,53033,King,-0.013580000000000002,0.19623000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-24,USA,FIPS,53033,King,-0.073,0.23225,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-25,USA,FIPS,53033,King,-0.12915000000000001,0.19305000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-26,USA,FIPS,53033,King,-0.09803,0.18476,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-27,USA,FIPS,53033,King,-0.09048,0.18393,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-28,USA,FIPS,53033,King,-0.11562000000000001,0.19046000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-29,USA,FIPS,53033,King,-0.11194000000000001,0.17162000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-30,USA,FIPS,53033,King,0.026760000000000003,0.17935,full_february_except_presidents_day,DAY_OF_WEEK
2021-10-31,USA,FIPS,53033,King,0.02902,0.19939,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-01,USA,FIPS,53033,King,-0.08596000000000001,0.18467000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-02,USA,FIPS,53033,King,-0.10363000000000001,0.18722000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-03,USA,FIPS,53033,King,-0.11614000000000001,0.17500000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-04,USA,FIPS,53033,King,-0.14602,0.18560000000000001,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-05,USA,FIPS,53033,King,-0.0965,0.16788,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-06,USA,FIPS,53033,King,-0.07156000000000001,0.20379000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-07,USA,FIPS,53033,King,-0.07125000000000001,0.23389000000000001,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-08,USA,FIPS,53033,King,-0.12431,0.19016000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-09,USA,FIPS,53033,King,-0.09623000000000001,0.1892,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-10,USA,FIPS,53033,King,-0.08761000000000001,0.17284000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-11,USA,FIPS,53033,King,-0.17449,0.20779000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-12,USA,FIPS,53033,King,-0.13677,0.18389000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-13,USA,FIPS,53033,King,-0.0551,0.20198000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-14,USA,FIPS,53033,King,-0.12181000000000002,0.24769000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-15,USA,FIPS,53033,King,-0.62965,0.3418,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-16,USA,FIPS,53033,King,-0.14321,0.1903,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-17,USA,FIPS,53033,King,-0.17420000000000002,0.17376000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-18,USA,FIPS,53033,King,-0.11183000000000001,0.18396,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-19,USA,FIPS,53033,King,-0.09920000000000001,0.17259000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-20,USA,FIPS,53033,King,-0.0012200000000000002,0.19016000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-21,USA,FIPS,53033,King,-0.046220000000000004,0.22167,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-22,USA,FIPS,53033,King,-0.08897000000000001,0.18765,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-23,USA,FIPS,53033,King,-0.60606,0.38659000000000004,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-24,USA,FIPS,53033,King,-0.07956,0.17806000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-25,USA,FIPS,53033,King,-0.35355000000000003,0.25868,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-26,USA,FIPS,53033,King,-0.21927000000000002,0.20397,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-27,USA,FIPS,53033,King,-0.13382000000000002,0.23125,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-28,USA,FIPS,53033,King,-0.12216,0.25583,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-29,USA,FIPS,53033,King,-0.13174000000000002,0.19448000000000001,full_february_except_presidents_day,DAY_OF_WEEK
2021-11-30,USA,FIPS,53033,King,-0.19245,0.21267000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-01,USA,FIPS,53033,King,-0.67254,0.41659,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-02,USA,FIPS,53033,King,-0.272,0.21679,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-03,USA,FIPS,53033,King,-0.18208000000000002,0.18238000000000001,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-04,USA,FIPS,53033,King,-0.25255,0.26145,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-05,USA,FIPS,53033,King,-0.15367,0.27469000000000005,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-06,USA,FIPS,53033,King,-0.20615000000000003,0.20172,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-07,USA,FIPS,53033,King,-0.124,0.19078,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-08,USA,FIPS,53033,King,-0.11789000000000001,0.18207,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-09,USA,FIPS,53033,King,-0.13384000000000001,0.17823000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-10,USA,FIPS,53033,King,-0.12219000000000001,0.17509000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-11,USA,FIPS,53033,King,-0.07215,0.20674,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-12,USA,FIPS,53033,King,-0.09611,0.23939000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-13,USA,FIPS,53033,King,-0.14307,0.19734000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-14,USA,FIPS,53033,King,-0.09655000000000001,0.19009,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-15,USA,FIPS,53033,King,-0.09046000000000001,0.18580000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-16,USA,FIPS,53033,King,-0.11089,0.17839000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-17,USA,FIPS,53033,King,-0.08101000000000001,0.17263,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-18,USA,FIPS,53033,King,-0.06157000000000001,0.21167000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-19,USA,FIPS,53033,King,0.004940000000000001,0.21278000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-20,USA,FIPS,53033,King,-0.11628000000000001,0.20493000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-21,USA,FIPS,53033,King,-0.10984000000000001,0.19238000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-22,USA,FIPS,53033,King,-0.08964000000000001,0.19168000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-23,USA,FIPS,53033,King,-0.08111,0.18146,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-24,USA,FIPS,53033,King,-0.21939000000000003,0.201,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-25,USA,FIPS,53033,King,-0.39925000000000005,0.31792000000000004,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-26,USA,FIPS,53033,King,-0.41275000000000006,0.40296000000000004,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-27,USA,FIPS,53033,King,-0.427,0.38314000000000004,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-28,USA,FIPS,53033,King,-0.36558,0.33804,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-29,USA,FIPS,53033,King,-0.26727,0.27458000000000005,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-30,USA,FIPS,53033,King,-0.42215,0.34427,full_february_except_presidents_day,DAY_OF_WEEK
2021-12-31,USA,FIPS,53033,King,-0.35075,0.28477,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-01,USA,FIPS,53033,King,-0.34826,0.32773,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-02,USA,FIPS,53033,King,-0.25885,0.31853000000000004,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-03,USA,FIPS,53033,King,-0.23765000000000003,0.25331000000000004,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-04,USA,FIPS,53033,King,-0.21201,0.24019000000000001,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-05,USA,FIPS,53033,King,-0.22792,0.2366,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-06,USA,FIPS,53033,King,-0.26497000000000004,0.24271,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-07,USA,FIPS,53033,King,-0.27011,0.22397000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-08,USA,FIPS,53033,King,-0.21137000000000003,0.25696,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-09,USA,FIPS,53033,King,-0.19151,0.27554,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-10,USA,FIPS,53033,King,-0.25131000000000003,0.24102,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-11,USA,FIPS,53033,King,-0.24145000000000003,0.24489000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-12,USA,FIPS,53033,King,-0.24403000000000002,0.23404000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-13,USA,FIPS,53033,King,-0.26185,0.22858,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-14,USA,FIPS,53033,King,-0.23825000000000002,0.21261000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-15,USA,FIPS,53033,King,-0.17869000000000002,0.2462,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-16,USA,FIPS,53033,King,-0.20375000000000001,0.28247,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-17,USA,FIPS,53033,King,-0.25931000000000004,0.24906000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-18,USA,FIPS,53033,King,-0.24373000000000003,0.24015000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-19,USA,FIPS,53033,King,-0.24415000000000003,0.22728,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-20,USA,FIPS,53033,King,-0.25757,0.22302000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-21,USA,FIPS,53033,King,-0.2386,0.20763,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-22,USA,FIPS,53033,King,-0.17604,0.23621000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-23,USA,FIPS,53033,King,-0.22139000000000003,0.28683000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-24,USA,FIPS,53033,King,-0.25625000000000003,0.23195000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-25,USA,FIPS,53033,King,-0.24578000000000003,0.22032000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-26,USA,FIPS,53033,King,-0.27447000000000005,0.22618000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-27,USA,FIPS,53033,King,-0.25287000000000004,0.2189,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-28,USA,FIPS,53033,King,-0.23454000000000003,0.20313,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-29,USA,FIPS,53033,King,-0.14789000000000002,0.23072,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-30,USA,FIPS,53033,King,-0.22794000000000003,0.28843,full_february_except_presidents_day,DAY_OF_WEEK
2022-01-31,USA,FIPS,53033,King,-0.23152000000000003,0.22157000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-01,USA,FIPS,53033,King,-0.20816,0.21739000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-02,USA,FIPS,53033,King,-0.21698,0.21813000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-03,USA,FIPS,53033,King,-0.23970000000000002,0.21415,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-04,USA,FIPS,53033,King,-0.22357000000000002,0.20621,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-05,USA,FIPS,53033,King,-0.14421,0.22641000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-06,USA,FIPS,53033,King,-0.12752000000000002,0.2503,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-07,USA,FIPS,53033,King,-0.22840000000000002,0.22077000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-08,USA,FIPS,53033,King,-0.21652000000000002,0.21052,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-09,USA,FIPS,53033,King,-0.20759000000000002,0.20446,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-10,USA,FIPS,53033,King,-0.22739,0.20481000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-11,USA,FIPS,53033,King,-0.18224,0.18905000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-12,USA,FIPS,53033,King,-0.07526000000000001,0.2114,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-13,USA,FIPS,53033,King,-0.13887000000000002,0.24488000000000001,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-14,USA,FIPS,53033,King,-0.19392,0.21127,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-15,USA,FIPS,53033,King,-0.19166000000000002,0.20684000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-16,USA,FIPS,53033,King,-0.18878,0.20020000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-17,USA,FIPS,53033,King,-0.22382000000000002,0.20268000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-18,USA,FIPS,53033,King,-0.1786,0.19218000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-19,USA,FIPS,53033,King,-0.13315000000000002,0.22951000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-20,USA,FIPS,53033,King,-0.12912,0.25394,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-21,USA,FIPS,53033,King,-0.23504000000000003,0.24153000000000002,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-22,USA,FIPS,53033,King,-0.22192,0.22444000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-23,USA,FIPS,53033,King,-0.20059000000000002,0.20894000000000001,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-24,USA,FIPS,53033,King,-0.2184,0.21353000000000003,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-25,USA,FIPS,53033,King,-0.17067000000000002,0.18723,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-26,USA,FIPS,53033,King,-0.12685000000000002,0.22736,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-27,USA,FIPS,53033,King,-0.15192,0.26805,full_february_except_presidents_day,DAY_OF_WEEK
2022-02-28,USA,FIPS,53033,King,-0.20334000000000002,0.23044,full_february_except_presidents_day,DAY_OF_WEEK
2022-03-01,USA,FIPS,53033,King,-0.16824,0.19292,full_february_except_presidents_day,DAY_OF_WEEK
2022-03-02,USA,FIPS,53033,King,-0.15545,0.20255,full_february_except_presidents_day,DAY_OF_WEEK
