date,oxford_gov_response_index,oxford_stringency_index
2022-08-02,35.18,21.8
2022-08-03,35.17,21.78
2022-08-04,35.17,21.78
2022-08-05,35.17,21.78
2022-08-06,35.17,21.78
2022-08-07,35.17,21.78
2022-08-08,35.17,21.78
2022-08-09,35.17,21.78
2022-08-10,35.16,21.76
2022-08-11,35.16,21.76
2022-08-12,35.16,21.76
2022-08-13,35.16,21.76
2022-08-14,35.16,21.76
2022-08-15,35.16,21.76
2022-08-16,35.16,21.76
2022-08-17,35.15,21.75
2022-08-18,35.15,21.75
2022-08-19,35.15,21.75
2022-08-20,35.15,21.75
2022-08-21,35.15,21.75
2022-08-22,35.15,21.75
2022-08-23,35.15,21.75
2022-08-24,37.45,25.83
2022-08-25,37.45,25.83
2022-08-26,37.45,25.83
2022-08-27,37.45,25.83
2022-08-28,37.45,25.83
2022-08-29,37.45,25.83
2022-08-30,37.45,25.83
2022-08-31,37.44,25.82
2022-09-01,37.44,25.82
2022-09-02,37.44,25.82
2022-09-03,37.44,25.82
2022-09-04,37.44,25.82
2022-09-05,37.44,25.82
2022-09-06,37.44,25.82
2022-09-07,37.44,25.82
2022-09-08,37.44,25.82
2022-09-09,37.44,25.82
2022-09-10,37.44,25.82
2022-09-11,37.44,25.82
2022-09-12,37.44,25.82
2022-09-13,37.44,25.82
2022-09-14,37.44,25.81
2022-09-15,37.44,25.81
2022-09-16,37.44,25.81
2022-09-17,37.44,25.81
2022-09-18,37.44,25.81
2022-09-19,37.44,25.81
2022-09-20,37.44,25.81
2022-09-21,37.43,25.8
2022-09-22,37.43,25.8
2022-09-23,37.43,25.8
2022-09-24,37.43,25.8
2022-09-25,37.43,25.8
2022-09-26,37.43,25.8
2022-09-27,37.43,25.8
2022-09-28,37.42,25.78
2022-09-29,37.42,25.78
2022-09-30,37.42,25.78
2022-10-01,37.42,25.78
2022-10-02,37.42,25.78
2022-10-03,37.42,25.78
2022-10-04,37.42,25.78
2022-10-05,37.4,25.74
2022-10-06,37.4,25.74
2022-10-07,37.4,25.74
2022-10-08,37.4,25.74
2022-10-09,37.4,25.74
2022-10-10,37.4,25.74
2022-10-11,37.4,25.74
2022-10-12,37.39,25.73
2022-10-13,37.39,25.73
2022-10-14,37.39,25.73
2022-10-15,37.39,25.73
2022-10-16,37.39,25.73
2022-10-17,37.39,25.73
2022-10-18,37.39,25.73
2022-10-19,37.38,25.72
2022-10-20,37.38,25.72
2022-10-21,37.38,25.72
2022-10-22,37.38,25.72
2022-10-23,37.38,25.72
2022-10-24,37.38,25.72
2022-10-25,37.38,25.72
2022-10-26,37.38,25.7
2022-10-27,37.38,25.7
2022-10-28,37.38,25.7
2022-10-29,37.38,25.7
2022-10-30,37.38,25.7
2022-10-31,37.38,25.7
2022-11-01,37.38,25.7
2022-11-02,37.37,25.69
2022-11-03,37.37,25.69
2022-11-04,37.37,25.69
2022-11-05,37.37,25.69
2022-11-06,37.37,25.69
2022-11-07,37.37,25.69
2022-11-08,37.37,25.69
2022-11-09,37.36,25.67
2022-11-10,37.36,25.67
2022-11-11,37.36,25.67
2022-11-12,37.36,25.67
2022-11-13,37.36,25.67
2022-11-14,37.36,25.67
2022-11-15,37.36,25.67
2022-11-16,37.35,25.66
2022-11-17,37.35,25.66
2022-11-18,37.35,25.66
2022-11-19,37.35,25.66
2022-11-20,37.35,25.66
2022-11-21,37.35,25.66
2022-11-22,37.35,25.66
2022-11-23,37.35,25.65
2022-11-24,37.35,25.65
2022-11-25,37.35,25.65
2022-11-26,37.35,25.65
2022-11-27,37.35,25.65
2022-11-28,37.35,25.65
2022-11-29,37.35,25.65
2022-11-30,37.35,25.65
2022-12-01,37.35,25.65
2022-12-02,37.35,25.65
2022-12-03,37.35,25.65
2022-12-04,37.35,25.65
2022-12-05,37.35,25.65
2022-12-06,37.35,25.65
2022-12-07,37.34,25.64
2022-12-08,37.34,25.64
2022-12-09,37.34,25.64
2022-12-10,37.34,25.64
2022-12-11,37.34,25.64
2022-12-12,37.34,25.64
2022-12-13,37.34,25.64
2022-12-14,37.34,25.63
2022-12-15,37.34,25.63
2022-12-16,37.34,25.63
2022-12-17,37.34,25.63
2022-12-18,37.34,25.63
2022-12-19,37.34,25.63
2022-12-20,37.34,25.63
2022-12-21,37.33,25.62
2022-12-22,37.33,25.62
2022-12-23,37.33,25.62
2022-12-24,37.33,25.62
2022-12-25,37.33,25.62
2022-12-26,37.33,25.62
2022-12-27,37.33,25.62
2022-12-28,37.33,25.62
2022-12-29,37.33,25.62
2022-12-30,37.33,25.62
2022-12-31,37.33,25.62
