fips,date,mask_wearing_new,mask_wearing_old,mask_wearing_final
53033,2022-05-29,51.6838624,NA,51.6838624
53033,2022-05-30,48.3128042,NA,48.3128042
53033,2022-05-31,48.320098,NA,48.320098
53033,2022-06-01,49.2199961,NA,49.2199961
53033,2022-06-02,47.0277139,NA,47.0277139
53033,2022-06-03,45.8075886,NA,45.8075886
53033,2022-06-04,45.2973207,NA,45.2973207
53033,2022-06-05,44.7179481,NA,44.7179481
53033,2022-06-06,45.1726018,NA,45.1726018
53033,2022-06-07,44.036357,NA,44.036357
53033,2022-06-08,44.2695589,NA,44.2695589
53033,2022-06-09,45.4515894,NA,45.4515894
53033,2022-06-10,44.7442382,NA,44.7442382
53033,2022-06-11,46.0781083,NA,46.0781083
53033,2022-06-12,45.8411096,NA,45.8411096
53033,2022-06-13,47.5123535,NA,47.5123535
53033,2022-06-14,48.3526559,NA,48.3526559
53033,2022-06-15,46.8867543,NA,46.8867543
53033,2022-06-16,47.5321572,NA,47.5321572
53033,2022-06-17,49.199746,NA,49.199746
53033,2022-06-18,48.8152913,NA,48.8152913
53033,2022-06-19,48.8782401,NA,48.8782401
53033,2022-06-20,48.1227576,NA,48.1227576
53033,2022-06-21,48.3104712,NA,48.3104712
53033,2022-06-22,49.6433116,NA,49.6433116
53033,2022-06-23,49.712426,NA,49.712426
53033,2022-06-24,49.717948,NA,49.717948
53033,2022-06-25,46.5351138,NA,46.5351138
