date,polygon_id,polygon_name,fb_movement,fb_stay_put
2021-02-23,53033,King,-21.913,23.901000000000003
2021-02-24,53033,King,-19.958000000000002,22.289
2021-02-25,53033,King,-23.56,23.107000000000006
2021-02-26,53033,King,-20.147000000000002,21.166999999999998
2021-02-27,53033,King,-8.804,21.770999999999997
2021-02-28,53033,King,-14.298000000000002,25.826000000000004
2021-03-01,53033,King,-19.929,21.898999999999997
2021-03-02,53033,King,-20.061999999999998,22.665
2021-03-03,53033,King,-15.173,20.494
2021-03-04,53033,King,-21.387,22.518
2021-03-05,53033,King,-20.57,21.518
2021-03-06,53033,King,-7.957,21.743000000000002
2021-03-07,53033,King,-14.038999999999998,26.634
2021-03-08,53033,King,-20.421000000000003,22.553
2021-03-09,53033,King,-19.311,22.272000000000002
2021-03-10,53033,King,-16.102000000000004,20.378
2021-03-11,53033,King,-17.033,20.382
2021-03-12,53033,King,-13.548000000000002,18.87
2021-03-13,53033,King,-0.7040000000000001,20.119
2021-03-14,53033,King,-17.131,27.167
2021-03-15,53033,King,-19.803,22.319000000000003
2021-03-16,53033,King,-14.846,20.277
2021-03-17,53033,King,-12.46,19.585
2021-03-18,53033,King,-17.42,21.51
2021-03-19,53033,King,-16.429000000000002,19.688000000000002
2021-03-20,53033,King,-6.869,21.141
2021-03-21,53033,King,-11.901,26.013
2021-03-22,53033,King,-17.580000000000002,21.715
2021-03-23,53033,King,-14.468,20.479000000000003
2021-03-24,53033,King,-15.950000000000001,21.666
2021-03-25,53033,King,-16.295,20.588
2021-03-26,53033,King,-14.066,18.777
2021-03-27,53033,King,-2.36,19.888
2021-03-28,53033,King,-12.799000000000001,26.433
2021-03-29,53033,King,-15.886,20.886
2021-03-30,53033,King,-12.309000000000001,19.708000000000002
2021-03-31,53033,King,-9.547,19.012
2021-04-01,53033,King,-13.958,18.664
2021-04-02,53033,King,-11.075000000000001,17.376000000000005
2021-04-03,53033,King,0.356,19.252
2021-04-04,53033,King,-9.318999999999999,23.910999999999998
2021-04-05,53033,King,-10.853000000000002,19.598
2021-04-06,53033,King,-9.9,19.283
2021-04-07,53033,King,-13.26,20.787000000000003
2021-04-08,53033,King,-13.537000000000003,19.675
2021-04-09,53033,King,-12.777000000000003,19.137999999999998
2021-04-10,53033,King,-1.899,20.713
2021-04-11,53033,King,0.9730000000000001,22.342000000000002
2021-04-12,53033,King,-11.463,20.111
2021-04-13,53033,King,-11.474,19.761
2021-04-14,53033,King,-9.974,18.797000000000004
2021-04-15,53033,King,-11.111,18.194
