fips,date,completely_home_prop,median_home_dwell_time
53033,2020-02-06,0.25469583369812,707.514472361809
53033,2020-02-07,0.2606562410034912,694.855161322746
53033,2020-02-08,0.25931334361841146,682.3967631684761
53033,2020-02-09,0.2547937395958589,673.1109770808202
53033,2020-02-10,0.25150823993532057,674.2899075190993
53033,2020-02-11,0.2504037367174398,674.6366103739446
53033,2020-02-12,0.2470040592074484,671.220044229996
53033,2020-02-13,0.2486043521097701,659.0858464012867
53033,2020-02-14,0.24411143898134416,657.6945114595899
53033,2020-02-15,0.24290937425187004,649.1097708082026
53033,2020-02-16,0.23936412904820556,635.1486880466472
53033,2020-02-17,0.24222313206354704,635.7061425555444
53033,2020-02-18,0.240295999776106,630.7138835829899
53033,2020-02-19,0.24182788380549108,616.0889715492108
53033,2020-02-20,0.23737283601284848,613.3150698703126
53033,2020-02-21,0.24042896842038428,612.4397305720317
53033,2020-02-22,0.23736523636041756,613.0004021312959
53033,2020-02-23,0.2411387486144172,625.7006132502262
53033,2020-02-24,0.23486066470051128,618.1570322710365
53033,2020-02-25,0.24792337496039824,576.0778124057505
53033,2020-02-26,0.24314439637567076,577.9800945008545
53033,2020-02-27,0.2413950784596322,581.7121745249824
53033,2020-02-28,0.2379661774603853,584.9518447773198
53033,2020-02-29,0.23847823412649907,592.4202272041822
53033,2020-03-01,0.24232221421234587,597.3283071974266
53033,2020-03-02,0.2489337092497195,605.8455121117701
53033,2020-03-03,0.2375127114855992,645.5738693467337
53033,2020-03-04,0.24367139338677288,653.2991959798995
53033,2020-03-05,0.25173015218542427,658.7091457286432
53033,2020-03-06,0.2602280538553214,664.7506532663317
53033,2020-03-07,0.26455356300072846,668.0666331658291
53033,2020-03-08,0.2649429918633937,664.2262538948638
53033,2020-03-09,0.2655929348914735,666.6795335745878
53033,2020-03-10,0.2700924161112759,679.5388017691998
53033,2020-03-11,0.2746220389136644,695.6540355814655
53033,2020-03-12,0.2817355572263889,705.1516735350286
53033,2020-03-13,0.289264047721942,721.1500653331993
53033,2020-03-14,0.29658296341048773,738.3188260126645
53033,2020-03-15,0.30162332298885974,755.3014373303849
53033,2020-03-16,0.31408412787269363,777.6475022615339
53033,2020-03-17,0.3319153751507963,798.9530558906313
53033,2020-03-18,0.3477473005801998,814.9103247210214
53033,2020-03-19,0.35861077905121164,832.2216748768473
53033,2020-03-20,0.37160220021691337,827.183070272444
53033,2020-03-21,0.3902517291376728,808.9291314837153
53033,2020-03-22,0.4020824059537908,803.8738439887414
53033,2020-03-23,0.4122059910899727,810.150381986329
53033,2020-03-24,0.41952343535719694,817.0468435866505
53033,2020-03-25,0.4271404978717306,827.3698864207458
53033,2020-03-26,0.44099055529814574,853.1086432160804
53033,2020-03-27,0.4507463943468398,896.9923618090452
53033,2020-03-28,0.4527845024579471,947.879284350186
53033,2020-03-29,0.4584966198627836,979.6690119610012
53033,2020-03-30,0.46662514031109337,992.2125841793144
53033,2020-03-31,0.470813633776219,1001.438436023721
53033,2020-04-01,0.4803025340365084,1016.4778850020105
53033,2020-04-02,0.4829327954389611,1021.7644515934452
53033,2020-04-03,0.4845079796203144,1023.3001910123656
53033,2020-04-04,0.48683766161353287,1022.5560470493616
53033,2020-04-05,0.4917400269825956,1027.627425354378
53033,2020-04-06,0.49270905409515714,1038.000301598472
53033,2020-04-07,0.4962507293733943,1046.77470594149
53033,2020-04-08,0.4928403676335977,1046.1653764954258
53033,2020-04-09,0.48689439415503,1043.146677390168
53033,2020-04-10,0.48162235754339255,1038.8209510405147
53033,2020-04-11,0.4780946100391359,1039.701316979994
53033,2020-04-12,0.4763931645341585,1041.3076304413391
53033,2020-04-13,0.4751565514726904,1042.9194732080025
53033,2020-04-14,0.47045580592693087,1048.5533775633294
53033,2020-04-15,0.4691661209234375,1055.4217933252914
53033,2020-04-16,0.4698239249531258,1058.4732133882803
53033,2020-04-17,0.46794074313426,1064.2605025125629
53033,2020-04-18,0.4683711899885279,1069.304592503266
53033,2020-04-19,0.4637978010563468,1068.600542659029
53033,2020-04-20,0.4627057326897041,1061.7325896894783
53033,2020-04-21,0.4644472417806405,1050.834388503668
53033,2020-04-22,0.46712833840390405,1043.7183197668576
53033,2020-04-23,0.4687160467791222,1034.0382914572865
53033,2020-04-24,0.4698372623879666,1021.8952658558647
53033,2020-04-25,0.46822634763899984,1011.8329312424607
53033,2020-04-26,0.4667265124163874,1004.5394049055086
53033,2020-04-27,0.4648982293913311,1003.91917973462
53033,2020-04-28,0.4611279793231429,1001.6240072383632
53033,2020-04-29,0.4549942039550116,985.3572936563788
53033,2020-04-30,0.4523600209492687,973.4132904393284
53033,2020-05-01,0.4539590570471216,970.335444310414
53033,2020-05-02,0.4594136383557317,970.871418518146
53033,2020-05-03,0.4657671886903063,969.9253971445808
53033,2020-05-04,0.4678868976331283,968.05057817999
53033,2020-05-05,0.4690729404424847,963.748315736551
53033,2020-05-06,0.4745466389242089,970.7786604987932
53033,2020-05-07,0.4758944000708828,978.5131248114252
53033,2020-05-08,0.471899874078646,974.9096670355096
53033,2020-05-09,0.4588774375437421,955.9970827884518
53033,2020-05-10,0.4475671464220725,942.4761090433558
53033,2020-05-11,0.4484152194156646,939.664420078463
53033,2020-05-12,0.4500317716141744,941.0026154310432
53033,2020-05-13,0.44643342485558496,940.4090131777488
53033,2020-05-14,0.4454675979370365,942.1938436776984
53033,2020-05-15,0.4442566765952144,940.7386580826878
53033,2020-05-16,0.4509101373590975,949.3670656875564
53033,2020-05-17,0.4559223896445588,953.816115078966
53033,2020-05-18,0.4521230124285385,947.197948098974
53033,2020-05-19,0.450678974873083,941.7000603500302
53033,2020-05-20,0.45072365143227433,936.0393281029974
53033,2020-05-21,0.4506704978394696,927.3360490846912
53033,2020-05-22,0.4504028644380869,921.1678736672702
53033,2020-05-23,0.4442434502160693,905.945282639308
53033,2020-05-24,0.4383433362873195,889.2384832025749
53033,2020-05-25,0.44199678272413934,891.4165576903732
53033,2020-05-26,0.4373256335025003,880.4330985915493
53033,2020-05-27,0.4322847014068486,872.6874245472837
53033,2020-05-28,0.4253998460988702,866.9307916708581
53033,2020-05-29,0.4231125800869506,859.5983301478725
53033,2020-05-30,0.4270896876941929,867.5846494316468
53033,2020-05-31,0.4316279420235412,874.2414244039835
53033,2020-06-01,0.4247103348083957,864.9072621202977
53033,2020-06-02,0.4271030030640053,870.0581371957353
53033,2020-06-03,0.4269155213839828,868.8920848838379
53033,2020-06-04,0.4237852103264605,869.812512572923
53033,2020-06-05,0.42115507198833135,872.5468718567693
53033,2020-06-06,0.41524450958647074,865.4378394689197
53033,2020-06-07,0.4100746053180223,863.7083081874874
53033,2020-06-08,0.4065248286683057,862.0351036008851
53033,2020-06-09,0.4047191619669755,860.8314392034597
53033,2020-06-10,0.4015184623490971,860.4097767048884
53033,2020-06-11,0.4056881523317911,857.9107915116163
53033,2020-06-12,0.4089711816078621,855.531429146133
53033,2020-06-13,0.4097314788295215,854.087800462637
53033,2020-06-14,0.40844755412923833,852.323041335613
53033,2020-06-15,0.4121803677993837,859.264232548783
53033,2020-06-16,0.4094387286144305,859.160245448144
53033,2020-06-17,0.40702194639173256,860.7403681722161
53033,2020-06-18,0.4008715942441014,861.2464788732394
53033,2020-06-19,0.3935529135883149,858.364185110664
53033,2020-06-20,0.3873071402364965,854.4774647887324
53033,2020-06-21,0.3830437693266551,847.2334004024145
53033,2020-06-22,0.374267987536468,833.6064386317908
53033,2020-06-23,0.3685831157792393,825.4975855130784
53033,2020-06-24,0.3664242624387074,819.4228370221329
53033,2020-06-25,0.3657977601467236,813.7105633802817
53033,2020-06-26,0.36571204824382025,816.8848204405996
53033,2020-06-27,0.36899103533082,822.5935425467712
53033,2020-06-28,0.370349606462273,825.7767048883525
53033,2020-06-29,0.3705713791843353,827.2075035204184
53033,2020-06-30,0.3702562392418165,827.4199939656039
53033,2020-07-01,0.3720926341406018,829.3623290426387
53033,2020-07-02,0.3706775166275185,828.334942182001
53033,2020-07-03,0.3680876611107722,821.7611865258924
53033,2020-07-04,0.3621625433582487,801.3597426100945
53033,2020-07-05,0.35862796071540665,789.5781061519904
53033,2020-07-06,0.3581893881937265,788.0841290581968
53033,2020-07-07,0.3593641953040555,786.3417428887325
53033,2020-07-08,0.35814211673450125,781.1269474319027
53033,2020-07-09,0.3602467789646788,780.3130277442702
53033,2020-07-10,0.3625213207544823,781.8450789182668
53033,2020-07-11,0.36482847086391007,794.8332998190227
53033,2020-07-12,0.36743404588819295,803.5425842131724
53033,2020-07-13,0.3676386617041416,803.1319255907491
53033,2020-07-14,0.3655575510384984,799.868778280543
53033,2020-07-15,0.36437153400232,796.203720462544
53033,2020-07-16,0.3643692291810929,794.4595274007039
53033,2020-07-17,0.3663445329764856,794.653730142771
53033,2020-07-18,0.3653415605545592,786.4497285340841
53033,2020-07-19,0.364239475975448,780.581942489443
53033,2020-07-20,0.36376841574175867,781.4038809571687
53033,2020-07-21,0.3639053325010319,780.5292579931631
53033,2020-07-22,0.3634058497092984,783.4195656545345
53033,2020-07-23,0.3612645802359929,783.0146777922992
53033,2020-07-24,0.35926932599929484,782.0532823967026
53033,2020-07-25,0.3572077813797256,782.8714185181461
53033,2020-07-26,0.3572100381050258,781.4210314667739
53033,2020-07-27,0.3568772758946386,776.6548708153211
53033,2020-07-28,0.3548130782434675,773.283603096411
53033,2020-07-29,0.3519664860677865,766.497034281693
53033,2020-07-30,0.3505850604355512,761.4257565095004
53033,2020-07-31,0.3460115206367513,754.9186689454107
53033,2020-08-01,0.3436195162319081,755.0455413692571
53033,2020-08-02,0.34051479495453607,756.5695184477732
53033,2020-08-03,0.3390303971553986,758.880957168711
53033,2020-08-04,0.3385617131421522,762.4667672197083
53033,2020-08-05,0.3418012701212656,766.8970233306517
53033,2020-08-06,0.34582851303313983,772.8044855677362
53033,2020-08-07,0.3476391330218135,775.8603037312682
53033,2020-08-08,0.3495597728431049,775.9973845689568
53033,2020-08-09,0.35090146699268576,773.0709184186702
53033,2020-08-10,0.351252855955901,767.1382015691008
53033,2020-08-11,0.3526278190768504,762.9509202453987
53033,2020-08-12,0.3507251133575696,761.0838781051997
53033,2020-08-13,0.346605930699916,752.702202554561
53033,2020-08-14,0.3439020095248747,748.1245222289277
53033,2020-08-15,0.3405217632608308,740.2865332394649
53033,2020-08-16,0.3395014232332273,734.6826913406417
53033,2020-08-17,0.33911024779895743,735.3933816133575
53033,2020-08-18,0.33669310286191995,734.6150286691479
53033,2020-08-19,0.33731029218996295,731.1163866814204
53033,2020-08-20,0.3360442672318774,732.1500855044765
53033,2020-08-21,0.33838620728201946,735.519312009656
53033,2020-08-22,0.33909344270476777,738.8093944880305
53033,2020-08-23,0.33631818384652307,744.6437336552002
53033,2020-08-24,0.3356385522963359,747.1628444980889
53033,2020-08-25,0.3345896460166143,750.5057829628885
53033,2020-08-26,0.332402779910168,752.4246781979083
53033,2020-08-27,0.3311592430408566,754.9297134238311
53033,2020-08-28,0.32810361229554186,750.080735974261
53033,2020-08-29,0.3287575827793317,752.6787653327971
53033,2020-08-30,0.3274364848118022,751.1822843354112
53033,2020-08-31,0.3233977039844068,743.25595656982
53033,2020-09-01,0.32363536992823566,743.7256183390308
53033,2020-09-02,0.3229574649520308,749.1522219987935
53033,2020-09-03,0.3236353785863884,753.4175547958979
53033,2020-09-04,0.32388578675786744,761.9452041021516
53033,2020-09-05,0.3247689600654454,760.1894038403539
53033,2020-09-06,0.324123624433706,757.3208685162847
53033,2020-09-07,0.3293826901002841,771.5336214694944
53033,2020-09-08,0.33609367997806483,775.9755778894472
53033,2020-09-09,0.3394627944002072,776.3565470806955
53033,2020-09-10,0.3431882153937708,778.0434083601286
53033,2020-09-11,0.3493448221325525,781.7368368167203
53033,2020-09-12,0.35694527910335166,796.9351889067524
53033,2020-09-13,0.3708452875323967,816.2402773590594
53033,2020-09-14,0.376786008859096,817.7733668341708
53033,2020-09-15,0.3799801333902122,820.8595979899497
53033,2020-09-16,0.3845768090002367,822.1756783919598
53033,2020-09-17,0.3886892112283134,821.669648241206
53033,2020-09-18,0.3897026477231034,818.5059296482412
53033,2020-09-19,0.3843398135441829,809.0290452261306
53033,2020-09-20,0.3776287265484653,797.1900502512563
53033,2020-09-21,0.3730631225193925,791.6581909547739
53033,2020-09-22,0.3672910847011756,786.1509396040599
53033,2020-09-23,0.3645410895294123,789.4490001004924
53033,2020-09-24,0.3601849868406625,792.9131658291458
53033,2020-09-25,0.35810838297442416,796.5090452261306
53033,2020-09-26,0.3562699550420576,799.6850567782133
53033,2020-09-27,0.3527233048104732,802.3897709003215
53033,2020-09-28,0.3508624837907397,804.0235104993469
53033,2020-09-29,0.34953606518177843,806.1007837620579
53033,2020-09-30,0.34359435453669507,801.5030650185911
53033,2020-11-01,0.3483877372219562,781.3505984109423
53033,2020-11-02,0.34913603387056874,783.6056522176406
53033,2020-11-03,0.35124858415586346,787.8099356395817
53033,2020-11-04,0.35260537914310064,786.8397023330651
53033,2020-11-05,0.353522351716738,796.4898944193062
53033,2020-11-06,0.35110696191517343,803.6805429864254
53033,2020-11-07,0.3532325456790518,806.6778280542986
53033,2020-11-08,0.353324169007736,804.7051372273047
53033,2020-11-09,0.3528562681356312,817.4449582788781
53033,2020-11-10,0.3507271234882954,817.0157836533629
53033,2020-11-11,0.34825651981093897,820.8197446466271
53033,2020-11-12,0.3490023725918861,816.350356891525
53033,2020-11-13,0.35309343178913744,812.5447873730773
53033,2020-11-14,0.3549369031494136,816.6939083232811
53033,2020-11-15,0.35841463844400023,825.761962203458
53033,2020-11-16,0.35964520434119274,822.2336147969442
53033,2020-11-17,0.36265312628569446,833.738741455569
53033,2020-11-18,0.36910243861558367,837.1150985122638
53033,2020-11-19,0.37142028457410114,839.0147768395658
53033,2020-11-20,0.3728198629033384,843.4066552729466
53033,2020-11-21,0.3742067266522027,840.0623366177358
53033,2020-11-22,0.3759459015824606,837.804664723032
53033,2020-11-23,0.37646409038359335,831.1118930330753
53033,2020-11-24,0.3727532670798938,823.9430984216347
53033,2020-11-25,0.36733218802591294,811.4643611139037
53033,2020-11-26,0.3733525756392008,815.8424809006835
53033,2020-11-27,0.3737065779542116,810.116494120012
53033,2020-11-28,0.37653160453498685,807.2748014875867
53033,2020-11-29,0.3751937521650088,804.4822595235702
53033,2020-11-30,0.3757285680414128,802.3055276381909
53033,2020-10-01,0.33887864772537857,801.2556270096463
53033,2020-10-02,0.3358857858469678,793.9001105416542
53033,2020-10-03,0.3357796787684365,791.0142699226209
53033,2020-10-04,0.3397416225703452,796.1817085427135
53033,2020-10-05,0.3416974056126819,797.7943511910745
53033,2020-10-06,0.34249046144260353,793.0750829229069
53033,2020-10-07,0.34799267587418864,788.7059296482412
53033,2020-10-08,0.35382763946757423,781.4361809045226
53033,2020-10-09,0.3537328432367811,782.4116582914573
53033,2020-10-10,0.3549805728711026,783.5589506483063
53033,2020-10-11,0.3572020400043432,781.3697859081315
53033,2020-10-12,0.3592436103863797,781.8917479143632
53033,2020-10-13,0.35989341024165733,786.9092371092572
53033,2020-10-14,0.3591395946859283,790.3083031765179
53033,2020-10-15,0.35770208578566653,792.6880466472303
53033,2020-10-16,0.3602928081856896,794.3342716396903
53033,2020-10-17,0.35807488538199683,790.3654735572089
53033,2020-10-18,0.3546832623697319,788.7455258395335
53033,2020-10-19,0.3549456942972502,786.1517192841343
53033,2020-10-20,0.3551132752295754,781.2140559018701
53033,2020-10-21,0.35535687539659166,776.3505932032978
53033,2020-10-22,0.355208635522181,772.901266840941
53033,2020-10-23,0.3555626539866211,772.856108597285
53033,2020-10-24,0.35770984622564866,770.6974358974359
53033,2020-10-25,0.35904892839308367,766.3543845534996
53033,2020-10-26,0.3570956198045005,765.4114038616251
53033,2020-10-27,0.35813230470835866,766.4636427637533
53033,2020-10-28,0.3564678196628105,770.5093030272553
53033,2020-10-29,0.3561595774566315,772.3183464091732
53033,2020-10-30,0.3544339306699563,771.5531529719401
53033,2020-10-31,0.35064864936813217,776.848049074819
