response_date,percent_mc
2020-12-20,0.9254033287079184
2020-12-21,0.918845741558226
2020-12-22,0.9165652839206256
2020-12-23,0.9190174613728028
2020-12-24,0.9168041816947344
2020-12-25,0.9128942844024844
2020-12-26,0.9012049509192878
2020-12-27,0.9117869615012985
2020-12-28,0.9147522899684516
2020-12-29,0.9185121272366924
2020-12-30,0.922308331032896
2020-12-31,0.9221478173892363
2021-01-01,0.9300259686497404
2021-01-02,0.922981581435682
2021-01-03,0.9084043219604636
2021-01-04,0.902381634185951
2021-01-05,0.8926723891825883
2021-01-06,0.88448058099078
2021-01-07,0.8896503710722876
2021-01-08,0.8807217996437162
2021-01-09,0.9002687488581845
2021-01-10,0.8947567226191174
2021-01-11,0.8928919207543157
2021-01-12,0.9009671788295736
2021-01-13,0.9029663844432372
2021-01-14,0.9027820843535446
2021-01-15,0.907147163718624
2021-01-16,0.8996775091901458
2021-01-17,0.9054810806187172
