date,fb_stay_put_custom,mask_wearing_final,oxford_stringency_index
2019-05-31,29.046241674421676,NA,NA
2019-06-01,29.046319929654434,NA,NA
2019-06-02,29.326490293953327,NA,NA
2019-06-03,28.49641892466491,NA,NA
2019-06-04,28.500036271864882,NA,NA
2019-06-05,28.640208890555126,NA,NA
2019-06-06,28.764966680579303,NA,NA
2019-06-07,29.00023539390444,NA,NA
2019-06-08,28.84814045874612,NA,NA
2019-06-09,28.778534558003248,NA,NA
2019-06-10,28.62728460204027,NA,NA
2019-06-11,28.5904565825634,NA,NA
2019-06-12,28.429219825455913,NA,NA
2019-06-13,28.601922697503866,NA,NA
2019-06-14,28.41006688569173,NA,NA
2019-06-15,28.388046790757727,NA,NA
2019-06-16,28.278005277474684,NA,NA
2019-06-17,28.35573753959324,NA,NA
2019-06-18,28.5257309567867,NA,NA
2019-06-19,28.63321144269943,NA,NA
2019-06-20,28.377263032960307,NA,NA
2019-06-21,28.489447116090442,NA,NA
2019-06-22,28.386872526453153,NA,NA
2019-06-23,28.47665923635202,NA,NA
2019-06-24,28.552289796196877,NA,NA
2019-06-25,28.58762407973261,NA,NA
2019-06-26,28.776313195462937,NA,NA
2019-06-27,29.013468580841923,NA,NA
2019-06-28,29.196053608741313,NA,NA
2019-06-29,29.28215252726189,NA,NA
2019-06-30,29.071331440359327,NA,NA
2019-07-01,29.305423097234183,NA,NA
2019-07-02,29.529347461981537,NA,NA
2019-07-03,29.36756466533877,NA,NA
2019-07-04,29.781197948340516,NA,NA
2019-07-05,29.982370768278404,NA,NA
2019-07-06,30.14983373305069,NA,NA
2019-07-07,30.66971800705096,NA,NA
2019-07-08,30.542849094479962,NA,NA
2019-07-09,30.48097888573636,NA,NA
2019-07-10,30.779497675312694,NA,NA
2019-07-11,30.446001036290788,NA,NA
2019-07-12,30.01832366116881,NA,NA
2019-07-13,29.784327777154786,NA,NA
2019-07-14,29.53019580816307,NA,NA
2019-07-15,29.464329374136295,NA,NA
2019-07-16,29.335295539301303,NA,NA
2019-07-17,29.30244199985995,NA,NA
2019-07-18,29.356535694427933,NA,NA
2019-07-19,29.65712795938969,NA,NA
2019-07-20,29.803040260386425,NA,NA
2019-07-21,29.61949704414341,NA,NA
2019-07-22,29.708162919777948,NA,NA
2019-07-23,29.58480665357263,NA,NA
2019-07-24,29.289311232902165,NA,NA
2019-07-25,29.066054367092985,NA,NA
2019-07-26,28.790204067841703,NA,NA
2019-07-27,28.592929935158445,NA,NA
2019-07-28,28.420255146514943,NA,NA
2019-07-29,28.150043450455804,NA,NA
2019-07-30,28.13196563435855,NA,NA
2019-07-31,28.00316377201441,NA,NA
2019-08-01,27.99042877456325,NA,NA
2019-08-02,28.194477855809648,NA,NA
2019-08-03,28.441330358343148,NA,NA
2019-08-04,28.6259879967661,NA,NA
2019-08-05,29.04561119653733,NA,NA
2019-08-06,29.350460792802263,NA,NA
2019-08-07,29.746949497991892,NA,NA
2019-08-08,29.97446528637623,NA,NA
2019-08-09,29.95583374973644,NA,NA
2019-08-10,29.985815797999766,NA,NA
2019-08-11,29.914147611317887,NA,NA
2019-08-12,29.60334726384568,NA,NA
2019-08-13,29.384714423342174,NA,NA
2019-08-14,29.01555068121087,NA,NA
2019-08-15,28.697846831074315,NA,NA
2019-08-16,28.6578862478067,NA,NA
2019-08-17,28.45368280159748,NA,NA
2019-08-18,28.49573740502808,NA,NA
2019-08-19,28.35684724536064,NA,NA
2019-08-20,28.251926077228774,NA,NA
2019-08-21,28.46781955959824,NA,NA
2019-08-22,28.461271145065304,NA,NA
2019-08-23,28.384975612910434,NA,NA
2019-08-24,28.33841373110655,NA,NA
2019-08-25,28.294605978823828,NA,NA
2019-08-26,28.46086530151516,NA,NA
2019-08-27,28.343755260597458,NA,NA
2019-08-28,28.2383644846924,NA,NA
2019-08-29,28.21716913711731,NA,NA
2019-08-30,28.03644393912957,NA,NA
2019-08-31,27.73137799892924,NA,NA
2019-09-01,27.474819157512304,NA,NA
2019-09-02,28.13234090963593,NA,NA
2019-09-03,28.35561742073296,NA,NA
2019-09-04,28.309413132970946,NA,NA
2019-09-05,28.31006724576646,NA,NA
2019-09-06,28.43757802218898,NA,NA
2019-09-07,29.117576448670874,NA,NA
2019-09-08,30.046131543233418,NA,NA
2019-09-09,29.42377967283725,NA,NA
2019-09-10,29.30498946497589,NA,NA
2019-09-11,29.297432468852016,NA,NA
2019-09-12,29.368403418353562,NA,NA
2019-09-13,29.470330612484545,NA,NA
2019-09-14,29.344930008778807,NA,NA
2019-09-15,29.39090511625315,NA,NA
2019-09-16,29.260324381101622,NA,NA
2019-09-17,29.438984342008762,NA,NA
2019-09-18,29.567636023755938,NA,NA
2019-09-19,29.646231246570874,NA,NA
2019-09-20,29.588075023513337,NA,NA
2019-09-21,29.442543560605994,NA,NA
2019-09-22,29.32293321609659,NA,NA
2019-09-23,29.486663275859172,NA,NA
2019-09-24,29.301765815982044,NA,NA
2019-09-25,29.024360216085338,NA,NA
2019-09-26,28.864807103052343,NA,NA
2019-09-27,28.865429158083796,NA,NA
2019-09-28,28.938408766986484,NA,NA
2019-09-29,28.44429339892251,NA,NA
2019-09-30,27.893985100591713,NA,NA
2019-10-01,27.82290980560176,NA,NA
2019-10-02,27.877218804851385,NA,NA
2019-10-03,27.567643986125866,NA,NA
2019-10-04,27.11792396175748,NA,NA
2019-10-05,26.77691424534028,NA,NA
2019-10-06,26.6723250551334,NA,NA
2019-10-07,26.95695476268632,NA,NA
2019-10-08,26.760371100721414,NA,NA
2019-10-09,26.56251801880471,NA,NA
2019-10-10,26.93878780616265,NA,NA
2019-10-11,27.381163944943776,NA,NA
2019-10-12,27.45128655776429,NA,NA
2019-10-13,27.753788084506915,NA,NA
2019-10-14,27.70236031098669,NA,NA
2019-10-15,27.87527964616043,NA,NA
2019-10-16,28.12013988068283,NA,NA
2019-10-17,28.251634940872005,NA,NA
2019-10-18,28.36080445407977,NA,NA
2019-10-19,28.749096016317786,NA,NA
2019-10-20,29.075811336275947,NA,NA
2019-10-21,29.137965361943806,NA,NA
2019-10-22,29.110475911400123,NA,NA
2019-10-23,29.015748172708257,NA,NA
2019-10-24,28.62239672078687,NA,NA
2019-10-25,28.499329998151385,NA,NA
2019-10-26,28.32742232631082,NA,NA
2019-10-27,27.925018790858687,NA,NA
2019-10-28,27.60477708528824,NA,NA
2019-10-29,27.31078462898576,NA,NA
2019-10-30,27.03368719703677,NA,NA
2019-10-31,26.480050727034044,NA,NA
2019-11-01,26.079977896827934,NA,NA
2019-11-02,25.884125631775017,NA,NA
2019-11-03,25.86250605059941,NA,NA
2019-11-04,25.763911517538375,NA,NA
2019-11-05,25.9218392586322,NA,NA
2019-11-06,26.04864964404165,NA,NA
2019-11-07,26.349647559340504,NA,NA
2019-11-08,26.324882904432638,NA,NA
2019-11-09,26.762503153914462,NA,NA
2019-11-10,26.794268059504176,NA,NA
2019-11-11,27.82691379792755,NA,NA
2019-11-12,27.98857264459696,NA,NA
2019-11-13,28.08081176091597,NA,NA
2019-11-14,28.400228363169617,NA,NA
2019-11-15,28.625664990197457,NA,NA
2019-11-16,28.5067344068123,NA,NA
2019-11-17,28.752406486256987,NA,NA
2019-11-18,28.14690781179629,NA,NA
2019-11-19,28.101647429939565,NA,NA
2019-11-20,28.038415842385707,NA,NA
2019-11-21,27.85243068259502,NA,NA
2019-11-22,27.708309744196473,NA,NA
2019-11-23,27.73418880185936,NA,NA
2019-11-24,27.65234428958685,NA,NA
2019-11-25,27.541287576593138,NA,NA
2019-11-26,27.49977116426155,NA,NA
2019-11-27,27.578866982237553,NA,NA
2019-11-28,28.98828557878475,NA,NA
2019-11-29,29.67173144135754,NA,NA
2019-11-30,29.321060182098723,NA,NA
2019-12-01,29.512031377695315,NA,NA
2019-12-02,29.579632470393374,NA,NA
2019-12-03,29.709887483330238,NA,NA
2019-12-04,30.026795297563442,NA,NA
2019-12-05,28.92282767752733,NA,NA
2019-12-06,28.412104583436953,NA,NA
2019-12-07,28.766538753150034,NA,NA
2019-12-08,28.607649824294835,NA,NA
2019-12-09,28.60158104617198,NA,NA
2019-12-10,28.533082331627373,NA,NA
2019-12-11,28.343289027701495,NA,NA
2019-12-12,28.41430814516988,NA,NA
2019-12-13,28.50994439345761,NA,NA
2019-12-14,28.25684932502408,NA,NA
2019-12-15,28.19671635562942,NA,NA
2019-12-16,28.22723834325308,NA,NA
2019-12-17,28.19776238044347,NA,NA
2019-12-18,28.14720345146543,NA,NA
2019-12-19,28.06468002142089,NA,NA
2019-12-20,28.163337053426602,NA,NA
2019-12-21,28.402359205744105,NA,NA
2019-12-22,28.01006612235744,NA,NA
2019-12-23,28.09293415288698,NA,NA
2019-12-24,28.33927231258257,NA,NA
2019-12-25,30.04062142394884,NA,NA
2019-12-26,30.54405569674937,NA,NA
2019-12-27,30.745048390959255,NA,NA
2019-12-28,30.699785091348357,NA,NA
2019-12-29,30.61299395200493,NA,NA
2019-12-30,30.437448553857248,NA,NA
2019-12-31,30.081445805913297,NA,NA
2020-01-01,29.28570563481844,NA,NA
2020-01-02,29.082882914235324,NA,NA
2020-01-03,28.8384362075517,NA,NA
2020-01-04,28.682826400516632,NA,NA
2020-01-05,29.213185275351826,NA,NA
2020-01-06,29.063811823312125,NA,NA
2020-01-07,28.798437873226657,NA,NA
2020-01-08,27.382076574791697,NA,NA
2020-01-09,26.5990395670408,NA,NA
2020-01-10,26.05148321808291,NA,NA
2020-01-11,25.980398787041597,NA,NA
2020-01-12,25.54044113775896,NA,NA
2020-01-13,26.413797567699177,NA,NA
2020-01-14,27.982071345716786,NA,NA
2020-01-15,28.66491439723099,NA,NA
2020-01-16,28.426523651229157,NA,NA
2020-01-17,28.188660054002305,NA,NA
2020-01-18,27.75865515922841,NA,NA
2020-01-19,27.22189497125344,NA,NA
2020-01-20,26.520771424919616,NA,NA
2020-01-21,24.487420381431,NA,NA
2020-01-22,23.45259813262109,NA,0
2020-01-23,23.45391025312125,NA,0
2020-01-24,23.40752150999404,NA,0
2020-01-25,23.20607538941136,NA,0
2020-01-26,23.342137524834534,NA,0
2020-01-27,22.76070498704779,NA,0
2020-01-28,22.717461583375567,NA,2.78
2020-01-29,22.72037750259748,NA,2.78
2020-01-30,22.469858221397928,NA,2.78
2020-01-31,22.286406932271035,NA,2.78
2020-02-01,22.860395864571572,NA,2.78
2020-02-02,23.430236861570044,NA,2.78
2020-02-03,23.890675928527443,NA,2.78
2020-02-04,24.47527478568129,NA,2.78
2020-02-05,25.010416538732294,NA,2.78
2020-02-06,25.469583369812,NA,2.78
2020-02-07,26.065624100349122,NA,2.78
2020-02-08,25.931334361841145,NA,2.78
2020-02-09,25.47937395958589,NA,2.78
2020-02-10,25.150823993532057,NA,2.78
2020-02-11,25.040373671743982,NA,8.33
2020-02-12,24.70040592074484,NA,8.33
2020-02-13,24.860435210977013,NA,8.33
2020-02-14,24.411143898134416,NA,8.33
2020-02-15,24.290937425187003,NA,8.33
2020-02-16,23.936412904820557,NA,8.33
2020-02-17,24.222313206354702,NA,8.33
2020-02-18,24.029599977610598,NA,8.33
2020-02-19,24.18278838054911,NA,8.33
2020-02-20,23.737283601284847,NA,8.33
2020-02-21,24.042896842038427,NA,8.33
2020-02-22,23.736523636041756,NA,8.33
2020-02-23,24.11387486144172,NA,8.33
2020-02-24,23.486066470051128,NA,8.33
2020-02-25,24.792337496039824,NA,8.33
2020-02-26,24.314439637567077,NA,8.33
2020-02-27,24.13950784596322,NA,8.33
2020-02-28,23.796617746038528,NA,8.33
2020-02-29,23.84782341264991,NA,13.89
2020-03-01,31.903000000000002,NA,13.89
2020-03-02,27.854000000000003,NA,13.89
2020-03-03,27.663,NA,13.89
2020-03-04,27.401000000000003,NA,20.37
2020-03-05,28.429000000000002,NA,20.37
2020-03-06,29.57,NA,20.37
2020-03-07,33.113,NA,20.37
2020-03-08,35.788,NA,20.37
2020-03-09,30.263,NA,20.37
2020-03-10,30.337000000000003,NA,20.37
2020-03-11,30.037000000000003,NA,30.09
2020-03-12,31.135,NA,30.09
2020-03-13,33.05,NA,33.8
2020-03-14,36.113,NA,33.8
2020-03-15,39.5,NA,33.8
2020-03-16,35.191,NA,57.41
2020-03-17,37.755,NA,64.81
2020-03-18,38.112,NA,64.81
2020-03-19,38.444,NA,64.81
2020-03-20,37.58200000000001,NA,64.81
2020-03-21,42.760000000000005,NA,64.81
2020-03-22,47.955,NA,64.81
2020-03-23,43.986000000000004,NA,79.63
2020-03-24,45.673,NA,79.63
2020-03-25,46.467,NA,79.63
2020-03-26,49.456,NA,79.63
2020-03-27,48.771,NA,79.63
2020-03-28,52.452999999999996,NA,79.63
2020-03-29,53.388,NA,79.63
2020-03-30,50.138,NA,79.63
2020-03-31,48.203,NA,79.63
2020-04-01,46.230000000000004,NA,79.63
2020-04-02,47.208000000000006,NA,79.63
2020-04-03,46.449,NA,79.63
2020-04-04,48.508,NA,79.63
2020-04-05,52.236,NA,79.63
2020-04-06,45.809000000000005,NA,79.63
2020-04-07,46.362,NA,79.63
2020-04-08,44.77,NA,79.63
2020-04-09,44.552,NA,79.63
2020-04-10,43.471000000000004,NA,79.63
2020-04-11,47.278,NA,79.63
2020-04-12,49.724000000000004,NA,79.63
2020-04-13,45.17100000000001,NA,79.63
2020-04-14,44.554,NA,79.63
2020-04-15,43.611000000000004,NA,79.63
2020-04-16,42.974000000000004,NA,79.63
2020-04-17,42.704,NA,79.63
2020-04-18,48.412000000000006,NA,79.63
2020-04-19,48.190000000000005,NA,79.63
2020-04-20,43.44500000000001,NA,79.63
2020-04-21,45.851,NA,79.63
2020-04-22,48.541000000000004,NA,79.63
2020-04-23,46.408,NA,79.63
2020-04-24,43.776,NA,79.63
2020-04-25,46.317,NA,79.63
2020-04-26,48.506,NA,79.63
2020-04-27,44.232,NA,79.63
2020-04-28,43.84,NA,79.63
2020-04-29,43.029,NA,79.63
2020-04-30,43.238,NA,79.63
2020-05-01,40.358000000000004,NA,79.63
2020-05-02,47.005,NA,79.63
2020-05-03,46.945,NA,79.63
2020-05-04,42.357,NA,74.54
2020-05-05,40.907000000000004,NA,74.54
2020-05-06,42.566,NA,74.54
2020-05-07,40.315,NA,74.54
2020-05-08,38.407,NA,74.54
2020-05-09,39.484,NA,74.54
2020-05-10,41.375,NA,74.54
2020-05-11,41.502,NA,74.54
2020-05-12,42.67,NA,74.54
2020-05-13,41.541000000000004,NA,74.54
2020-05-14,40.980000000000004,NA,74.54
2020-05-15,38.565,NA,74.54
2020-05-16,44.144000000000005,NA,74.54
2020-05-17,45.29600000000001,NA,74.54
2020-05-18,40.602000000000004,NA,74.54
2020-05-19,40.771,NA,74.54
2020-05-20,41.853,NA,74.54
2020-05-21,42.087,NA,74.54
2020-05-22,39.067,NA,74.54
2020-05-23,40.877,NA,74.54
2020-05-24,41.943,NA,74.54
2020-05-25,46.821,NA,74.54
2020-05-26,40.176,NA,74.54
2020-05-27,38.141000000000005,NA,74.54
2020-05-28,38.057,NA,74.54
2020-05-29,36.792,NA,74.54
2020-05-30,45.39,NA,74.54
2020-05-31,46.469,NA,74.54
2020-06-01,39.264,NA,67.13
2020-06-02,40.018,82.58233287506393,67.13
2020-06-03,38.453,83.15392772863171,67.13
2020-06-04,38.277,82.60542614386068,67.13
2020-06-05,36.942,83.07161261845053,64.35
2020-06-06,39.105000000000004,82.60542614386068,64.35
2020-06-07,42.543000000000006,83.1539277286317,64.35
2020-06-08,38.117000000000004,82.58233287506391,64.35
2020-06-09,40.429,82.45496364159943,64.35
2020-06-10,37.541,81.71916517555216,64.35
2020-06-11,37.43,83.05835918097154,64.35
2020-06-12,37.441,83.3535541820489,64.35
2020-06-13,38.664,84.40797595075637,64.35
2020-06-14,40.42400000000001,85.66862006854336,64.35
2020-06-15,38.609,86.25191051287342,64.35
2020-06-16,37.232,86.05542359871977,64.35
2020-06-17,35.822,86.78261102541458,64.35
2020-06-18,34.963,85.79939794712928,64.35
2020-06-19,33.83,85.8029479947322,64.35
2020-06-20,36.704,85.59886636207914,62.5
2020-06-21,38.282,83.53236143843135,62.5
2020-06-22,35.614000000000004,82.77692204553409,62.5
2020-06-23,35.745999999999995,82.0938009651601,62.5
2020-06-24,35.822,81.32596907993077,62.5
2020-06-25,35.183,81.26011715776654,62.5
2020-06-26,33.774,81.39554577855408,62.5
2020-06-27,38.562000000000005,82.32212330611682,62.5
2020-06-28,40.551,83.35997434396785,62.5
2020-06-29,36.037000000000006,84.8681435940726,62.5
2020-06-30,36.644999999999996,86.34618462101308,62.5
2020-07-01,36.071,88.08583380459034,62.5
2020-07-02,34.912000000000006,88.78762261728141,62.5
2020-07-03,34.61200000000001,89.30449603331448,62.5
2020-07-04,36.982,88.74763160838408,62.5
2020-07-05,37.81,88.96157225710735,62.5
2020-07-06,36.062,88.88088371488035,62.5
2020-07-07,36.765,89.65375242830106,62.5
2020-07-08,35.903000000000006,89.11453535450902,62.5
2020-07-09,35.679,89.6258381614445,62.5
2020-07-10,33.964,89.7718326322922,62.5
2020-07-11,35.908,89.90470862499949,62.5
2020-07-12,39.735,90.82668067468893,62.5
2020-07-13,35.566,91.44448642069979,62.5
2020-07-14,35.327,90.17085740657862,62.5
2020-07-15,34.477999999999994,90.92451680984084,62.5
2020-07-16,34.747,91.50873502323839,62.5
2020-07-17,35.405,92.47680936832286,62.5
2020-07-18,35.010000000000005,93.3457366214581,62.5
2020-07-19,37.713,92.92410963733113,62.5
2020-07-20,35.722,92.76462898139657,62.5
2020-07-21,35.144,93.52469236968959,62.5
2020-07-22,35.751000000000005,93.27380689153141,62.5
2020-07-23,35.528999999999996,92.53425441559376,62.5
2020-07-24,34.568,92.26242725822976,62.5
2020-07-25,35.07600000000001,92.59159118186373,62.5
2020-07-26,38.11,93.44193131791815,62.5
2020-07-27,35.67100000000001,92.88279924695841,62.5
2020-07-28,35.217000000000006,92.99061918765744,62.5
2020-07-29,35.111000000000004,93.16841757974156,62.5
2020-07-30,34.897,94.15352282224036,62.5
2020-07-31,33.272,94.10731053113011,62.5
2020-08-01,35.099000000000004,92.7391228066021,65.28
2020-08-02,37.383,92.80681157365122,65.28
2020-08-03,35.199,93.19419876606794,65.28
2020-08-04,34.462,93.51586258416944,65.28
2020-08-05,34.82,93.52099102135365,65.28
2020-08-06,36.037000000000006,93.38485264992116,65.28
2020-08-07,33.925,93.47440273947124,65.28
2020-08-08,36.551,95.41676508797728,65.28
2020-08-09,37.573,94.89556158169916,65.28
2020-08-10,35.147,94.98140716065184,65.28
2020-08-11,35.183,94.0576784960594,65.28
2020-08-12,35.108000000000004,93.94305767772008,65.28
2020-08-13,34.594,93.73117805407574,65.28
2020-08-14,33.491,93.59776938408169,65.28
2020-08-15,34.738,92.07999151235295,65.28
2020-08-16,37.7,92.07999151235295,65.28
2020-08-17,35.788,92.4531582224111,65.28
2020-08-18,35.17,93.32504271576964,65.28
2020-08-19,34.736,93.43966353410899,65.28
2020-08-20,34.729,93.51389612569635,65.28
2020-08-21,34.702,93.62856996682898,65.28
2020-08-22,34.94500000000001,93.89190110573615,65.28
2020-08-23,37.492,93.55612576996081,65.28
2020-08-24,35.096999999999994,93.70398520718854,65.28
2020-08-25,34.694,93.98100471987685,65.28
2020-08-26,34.326,94.4003602236601,65.28
2020-08-27,33.778999999999996,94.22165693936675,65.28
2020-08-28,32.626999999999995,93.8711213989578,65.28
2020-08-29,35.012,94.32463613818683,65.28
2020-08-30,37.295,94.62433643788714,65.28
2020-08-31,35.456,94.16047786885905,65.28
2020-09-01,34.037,93.53956283617931,65.28
2020-09-02,33.83800000000001,92.21672912468163,65.28
2020-09-03,33.531000000000006,92.12021546884594,65.28
2020-09-04,32.384,92.37012684778958,65.28
2020-09-05,34.617000000000004,91.7017893373468,65.28
2020-09-06,36.285,92.02646466202214,65.28
2020-09-07,37.624,91.99295872233282,65.28
2020-09-08,34.753,91.90351700505184,65.28
2020-09-09,34.959,91.5581689,65.28
2020-09-10,34.565,92.5865857,65.28
2020-09-11,34.932,93.4575628,65.28
2020-09-12,39.608000000000004,93.6338181,65.28
2020-09-13,42.789,93.7507602,65.28
2020-09-14,38.041,93.9220063,65.28
2020-09-15,37.507000000000005,93.5793787,65.28
2020-09-16,36.753,94.1793339,65.28
2020-09-17,36.232,94.020507,65.28
2020-09-18,35.584999999999994,93.5341738,65.28
2020-09-19,36.084,93.1175666,65.28
2020-09-20,38.434000000000005,92.5782467,65.28
2020-09-21,35.836,92.3485642,65.28
2020-09-22,35.236000000000004,93.2971711,65.28
2020-09-23,37.913,93.4855249,65.28
2020-09-24,36.581,93.0432032,65.28
2020-09-25,35.539,93.1677557,65.28
2020-09-26,36.194,93.2672536,65.28
2020-09-27,38.349999999999994,93.8161741,65.28
2020-09-28,35.609,93.214254,65.28
2020-09-29,35.57,93.1462518,65.28
2020-09-30,35.147,92.7052348,65.28
2020-10-01,34.436,93.0649514,65.28
2020-10-02,33.332,93.1331323,65.28
2020-10-03,35.297,93.710545,65.28
2020-10-04,40.010999999999996,93.822477,65.28
2020-10-05,36.022000000000006,94.5637837,65.28
2020-10-06,35.611000000000004,94.2770278,65.28
2020-10-07,35.471999999999994,94.6993449,65.28
2020-10-08,35.451,94.5685672,65.28
2020-10-09,33.645,95.0030818,65.28
2020-10-10,37.024,94.426444,65.28
2020-10-11,42.20700000000001,94.4048416,65.28
2020-10-12,36.832,93.6669419,65.28
