"","residence_census_tract","puma"
"1351","53033021904","11607"
"1352","53033021905","11606"
"1353","53033021906","11616"
"1354","53057951000","10200"
"1355","53057951500","10200"
"1356","53057952100","10200"
"1357","53067012610","11402"
"1358","53067010910","11401"
"1359","53067011622","11401"
"1360","53067011720","11401"
"1361","53067010920","11401"
"1362","53033024000","11608"
"1363","53033023900","11608"
"1364","53061041811","11702"
"1365","53037975401","10800"
"1366","53011040809","11102"
"1367","53011041010","11102"
"1368","53011040711","11104"
"1369","53011040415","11104"
"1370","53011041332","11103"
"1371","53033010402","11605"
"1372","53033010702","11605"
"1373","53033011402","11605"
"1374","53033011401","11605"
"1375","53033025806","11610"
"1376","53033023404","11609"
"1377","53033023403","11608"
"1378","53033023804","11608"
"1379","53077001502","10901"
"1380","53077001202","10901"
"1381","53077000902","10901"
"1382","53077000901","10901"
"1383","53077940006","10902"
"1384","53033025005","11609"
"1385","53033029102","11613"
"1386","53033030006","11612"
"1387","53033030314","11612"
"1388","53033030313","11612"
"1389","53033031604","11615"
"1390","53077940005","10902"
"1391","53033004302","11602"
"1392","53033010002","11605"
"1393","53033025302","11610"
"1394","53033025006","11609"
"1395","53033001702","11601"
"1396","53021020603","10701"
"1397","53021020605","10701"
"1398","53021980100","10701"
"1399","53029972000","10200"
"1400","53033027701","11612"
"1401","53033029205","11613"
"1402","53033029206","11613"
"1403","53009000400","11900"
"1404","53073001201","10100"
"1405","53073010403","10100"
"1406","53055990100","10200"
"1407","53057990100","10200"
"1408","53057952402","10200"
"1409","53057952302","10200"
"1410","53057952401","10200"
"1411","53057952301","10200"
"1412","53073000804","10100"
"1413","53073000806","10100"
"1414","53073000805","10100"
"1415","53073000803","10100"
"1416","53073010702","10100"
"1417","53073010701","10100"
"1418","53073001202","10100"
"1419","53073000902","10100"
"1420","53073010404","10100"
"1421","53073000901","10100"
"1422","53045960300","11300"
"1423","53011041320","11103"
"1424","53063000400","10501"
"1425","53063000500","10501"
"1426","53063000600","10501"
"1427","53053070204","11507"
"1428","53053070401","11505"
"1429","53053070205","11507"
"1430","53053070203","11507"
"1431","53053073006","11507"
"1432","53053072504","11502"
"1433","53053070207","11507"
"1434","53053073117","11507"
"1435","53053070307","11505"
"1436","53053071805","11503"
"1437","53053072505","11502"
"1438","53053940001","11505"
"1439","53063000700","10501"
"1440","53015000702","11200"
"1441","53015001000","11200"
"1442","53015000300","11200"
"1443","53015000900","11200"
"1444","53015001600","11200"
"1445","53063004000","10502"
"1446","53063004100","10502"
"1447","53053060903","11502"
"1448","53053060904","11501"
"1449","53053060905","11502"
"1450","53053061001","11502"
"1451","53011041108","11102"
"1452","53053940002","11505"
"1453","53053073123","11506"
"1454","53053070404","11507"
"1455","53053070315","11505"
"1456","53053072906","11503"
"1457","53053070312","11505"
"1458","53053073500","11505"
